timestamp,qty,entry,side,orderType,pnl,sl,tp,bookedHalfTpProfit,bookedFullTpProfit,exit,cumulativePnl
2025-01-01 19:44:59.999000,0.0,94245.19,BUY,STOP_MARKET,0.2148862015508639,94245.19,94674.96240310173,,,94460.07620155087 | 0.001 -- 94245.19 | 0.002,0.2148862015508639
2025-01-03 12:39:59.999000,0.0,96494.72,SELL,STOP_MARKET,0.1322378759952262,96494.72,96230.24424800953,,,96362.48212400477 | 0.001 -- 96494.72 | 0.002,0.3471240775460901
2025-01-03 19:59:59.999000,0.0,97084.6,BUY,STOP_MARKET,-0.6027139297970716,96883.69535673432,97486.4092865314,,,96883.69535673432 | 0.003,-0.2555898522509815
2025-01-04 15:59:59.999000,0.0,97736.17,SELL,STOP_MARKET,0.1277601196425385,97736.17,97480.64976071492,,,97608.40988035746 | 0.001 -- 97736.17 | 0.002,-0.12782973260844302
2025-01-04 20:24:59.999000,0.0,98049.61,BUY,STOP_MARKET,0.1003254281750269,98049.61,98250.26085635007,,,98149.93542817503 | 0.001 -- 98049.61 | 0.002,-0.027504304433416116
2025-01-04 21:09:59.999000,0.0,97636.37,SELL,STOP_MARKET,0.16585675808551606,97636.37,97304.65648382895,,,97470.51324191448 | 0.001 -- 97636.37 | 0.002,0.13835245365209994
2025-01-05 00:14:59.999000,0.0,98046.4,BUY,STOP_MARKET,-0.3309365965410689,97936.08780115297,98267.02439769403,,,97936.08780115297 | 0.003,-0.19258414288896894
2025-01-05 14:24:59.999000,0.0,97846.05,SELL,STOP_MARKET,0.10119633342925227,97846.05,97643.6573331415,,,97744.85366657075 | 0.001 -- 97846.05 | 0.002,-0.09138780945971667
2025-01-06 01:49:59.999000,0.0,98565.65,BUY,STOP_MARKET,0.16087355708132964,98565.65,98887.39711416264,,,98726.52355708132 | 0.001 -- 98565.65 | 0.002,0.06948574762161297
2025-01-07 17:19:59.999000,0.0,100554.0,SELL,STOP_MARKET,-0.6146591867833194,100758.88639559444,100144.22720881112,,,100758.88639559444 | 0.003,-0.5451734391617065
2025-01-10 09:04:59.999000,0.0,93537.5,BUY,STOP_MARKET,0.2506937055816525,93537.5,94038.8874111633,,,93788.19370558165 | 0.001 -- 93537.5 | 0.002,-0.29447973358005397
2025-01-10 21:39:59.999000,0.0,93489.27,SELL,STOP_MARKET,0.776974695910234,93489.27,91935.32060817954,,,92712.29530408977 | 0.001 -- 93489.27 | 0.002,0.4824949623301801
2025-01-10 23:24:59.999000,0.0,95052.75,BUY,STOP_MARKET,2.2721976789893814,95620.79941974735,96188.84883949469,,,95620.79941974735 | 0.001 -- 96188.84883949469 | 0.001 -- 95620.79941974735 | 0.001,2.7546926413195614
2025-01-11 09:09:59.999000,0.0,94233.74,SELL,STOP_MARKET,0.140136955020178,94233.74,93953.46608995966,,,94093.60304497983 | 0.001 -- 94233.74 | 0.002,2.8948295963397395
2025-01-11 16:49:59.999000,0.0,94615.53,BUY,STOP_MARKET,0.11733619491069112,94615.53,94850.20238982137,,,94732.86619491069 | 0.001 -- 94615.53 | 0.002,3.0121657912504305
2025-01-11 23:09:59.999000,0.0,94218.01,SELL,STOP_MARKET,0.6620635545520781,94052.49411136197,93886.97822272396,,,94052.49411136197 | 0.001 -- 93886.97822272396 | 0.001 -- 94052.49411136197 | 0.001,3.674229345802509
2025-01-12 02:44:59.999000,0.0,94661.61,BUY,STOP_MARKET,0.5115506671471958,94789.4976667868,94917.38533357359,,,94789.4976667868 | 0.001 -- 94917.38533357359 | 0.001 -- 94789.4976667868 | 0.001,4.185780012949705
2025-01-12 12:59:59.999000,0.0,94392.2,SELL,STOP_MARKET,0.08270619758263638,94392.2,94226.78760483474,,,94309.49380241736 | 0.001 -- 94392.2 | 0.002,4.268486210532341
2025-01-12 19:29:59.999000,0.0,94663.78,BUY,STOP_MARKET,0.545457367214025,94800.1443418035,94936.50868360701,,,94800.1443418035 | 0.001 -- 94936.50868360701 | 0.001 -- 94800.1443418035 | 0.001,4.813943577746366
2025-01-13 03:44:59.999000,0.0,94043.2,SELL,STOP_MARKET,0.6846985657514743,93872.02535856212,93700.85071712427,,,93872.02535856212 | 0.001 -- 93700.85071712427 | 0.001 -- 93872.02535856212 | 0.001,5.4986421434978405
2025-01-13 06:14:59.999000,0.0,95582.29,BUY,STOP_MARKET,0.35605595031334086,95582.29,96294.40190062668,,,95938.34595031333 | 0.001 -- 95582.29 | 0.002,5.854698093811181
2025-01-13 08:04:59.999000,0.0,94310.44,SELL,STOP_MARKET,1.341309966780187,93975.11250830496,93639.78501660991,,,93975.11250830496 | 0.001 -- 93639.78501660991 | 0.001 -- 93975.11250830496 | 0.001,7.196008060591368
